Date, Interval, Layer, Sv_mean, ABC,Sigma,Density,Wt/fish,Biomass, Height_mean, Depth_mean, Good_samples, Layer_depth_min, Layer_depth_max, Ping_S, Ping_E, Dist_M,Time,Northing,Easting
8/14/2012,12,5,-45.699804,2.55E-05,1.28E-05,20028.97514,2.8095,56.271165,0.949163,4.470962,20991,4,5,12264,12660,2940.924599,21:37,4448995,340691
8/14/2012,12,6,-46.078499,8.06E-06,1.28E-05,6319.08247,2.8095,17.7533863,0.326743,5.346883,7226,5,6,12264,12660,2940.924599,21:37,4448995,340691
8/14/2012,12,7,-50.071113,1.85E-07,1.28E-05,144.72474,2.8095,0.4066024,0.018765,6.343159,415,6,7,12264,12660,2940.924599,21:37,4448995,340691
8/14/2012,12,8,-46.06089,1.57E-08,1.28E-05,12.29264,2.8095,0.034536,0.000633,7.081753,14,7,8,12264,12660,2940.924599,21:37,4448995,340691
8/14/2012,13,3,-47.099204,1.96E-05,1.28E-05,15369.6553,2.8095,43.1808619,1.005278,2.501581,50120,2,3,12661,13555,3129.716231,21:38,4448815,340637
8/14/2012,13,4,-46.005968,2.08E-05,1.28E-05,16292.18245,2.8095,45.7726908,0.828472,3.450274,41305,3,4,12661,13555,3129.716231,21:38,4448815,340637
8/14/2012,13,5,-43.215319,6.44E-06,1.28E-05,5052.52081,2.8095,14.1949965,0.135127,4.241906,6737,4,5,12661,13555,3129.716231,21:38,4448815,340637
8/14/2012,14,3,-48.470906,1.43E-05,1.28E-05,11207.11874,2.8095,31.4862654,1.005278,2.501581,50624,2,3,13556,14459,3375.138678,21:40,4448583,340565
8/14/2012,14,4,-49.197063,7.13E-06,1.28E-05,5591.44805,2.8095,15.7091061,0.592833,3.323402,29854,3,4,13556,14459,3375.138678,21:40,4448583,340565
8/14/2012,14,5,-48.727566,7.99E-10,1.28E-05,0.62603,2.8095,0.0017588,0.00006,4.000523,3,4,5,13556,14459,3375.138678,21:40,4448583,340565
8/14/2012,15,3,-46.305685,2.35E-05,1.28E-05,18450.83674,2.8095,51.8374041,1.005278,2.501581,49168,2,3,14460,15337,3627.243844,21:42,4448384,340419
8/14/2012,15,4,-44.470547,3.48E-05,1.28E-05,27312.76441,2.8095,76.7348834,0.975264,3.494157,47700,3,4,14460,15337,3627.243844,21:42,4448384,340419
8/14/2012,15,5,-43.395856,4.37E-05,1.28E-05,34274.97857,2.8095,96.2951404,0.955575,4.491928,46737,4,5,14460,15337,3627.243844,21:42,4448384,340419
8/14/2012,15,6,-43.953876,3.75E-05,1.28E-05,29381.19746,2.8095,82.5461212,0.931449,5.496812,45557,5,6,14460,15337,3627.243844,21:42,4448384,340419
8/14/2012,15,7,-44.436387,2.89E-05,1.28E-05,22695.09425,2.8095,63.7615946,0.804031,6.457004,39325,6,7,14460,15337,3627.243844,21:42,4448384,340419
8/14/2012,15,8,-51.383975,8.26E-07,1.28E-05,647.54013,2.8095,1.8192562,0.113597,7.215488,5556,7,8,14460,15337,3627.243844,21:42,4448384,340419
8/14/2012,16,3,-45.189417,3.04E-05,1.28E-05,23858.48237,2.8095,67.0301195,1.005278,2.501581,47040,2,3,15338,16177,3866.613781,21:44,4448220,340249
8/14/2012,16,4,-44.868425,3.22E-05,1.28E-05,25229.96882,2.8095,70.8832942,0.987327,3.497884,46200,3,4,15338,16177,3866.613781,21:44,4448220,340249
8/14/2012,16,5,-43.375808,4.62E-05,1.28E-05,36224.61349,2.8095,101.7726163,1.005278,4.494187,47040,4,5,15338,16177,3866.613781,21:44,4448220,340249
8/14/2012,16,6,-43.672288,4.32E-05,1.28E-05,33834.18559,2.8095,95.0567378,1.005278,5.499465,47040,5,6,15338,16177,3866.613781,21:44,4448220,340249
8/14/2012,16,7,-45.66209,1.70E-05,1.28E-05,13305.58907,2.8095,37.3818926,0.625093,6.342298,29250,6,7,15338,16177,3866.613781,21:44,4448220,340249
8/14/2012,17,3,-47.513381,1.78E-05,1.28E-05,13971.60882,2.8095,39.2530671,1.005278,2.501581,52752,2,3,16178,17119,4125.408185,21:47,4448007,340311
8/14/2012,17,4,-46.511168,2.20E-05,1.28E-05,17283.92646,2.8095,48.5589837,0.987327,3.497884,51810,3,4,16178,17119,4125.408185,21:47,4448007,340311
8/14/2012,17,5,-44.367443,3.68E-05,1.28E-05,28829.7089,2.8095,80.9967207,1.005278,4.494187,52752,4,5,16178,17119,4125.408185,21:47,4448007,340311
8/14/2012,17,6,-45.529944,2.81E-05,1.28E-05,22059.21983,2.8095,61.975113,1.005278,5.499465,52752,5,6,16178,17119,4125.408185,21:47,4448007,340311
8/14/2012,17,7,-46.477736,2.05E-05,1.28E-05,16043.18743,2.8095,45.0731423,0.909423,6.465036,47722,6,7,16178,17119,4125.408185,21:47,4448007,340311
8/14/2012,17,8,-54.968753,1.18E-06,1.28E-05,926.52795,2.8095,2.6030692,0.371053,7.431158,19471,7,8,16178,17119,4125.408185,21:47,4448007,340311
8/14/2012,17,9,-54.591245,1.40E-07,1.28E-05,109.88591,2.8095,0.3087231,0.040343,8.099904,2117,8,9,16178,17119,4125.408185,21:47,4448007,340311
8/14/2012,18,3,-46.693196,2.03E-05,1.28E-05,15949.43759,2.8095,44.8097532,0.950094,2.478158,50015,2,3,17120,18064,4374.983362,21:49,4447861,340513
8/14/2012,18,4,-45.162013,1.67E-05,1.28E-05,13062.7683,2.8095,36.6996906,0.546938,3.486319,28792,3,4,17120,18064,4374.983362,21:49,4447861,340513
8/14/2012,18,5,-43.219803,2.46E-05,1.28E-05,19312.59616,2.8095,54.2585068,0.517038,4.491233,27218,4,5,17120,18064,4374.983362,21:49,4447861,340513
8/14/2012,18,6,-43.541965,2.24E-05,1.28E-05,17556.95241,2.8095,49.3260468,0.506229,5.498643,26649,5,6,17120,18064,4374.983362,21:49,4447861,340513
8/14/2012,18,7,-43.971309,1.99E-05,1.28E-05,15623.80798,2.8095,43.8949008,0.497301,6.501013,26179,6,7,17120,18064,4374.983362,21:49,4447861,340513
8/14/2012,18,8,-49.964192,2.65E-06,1.28E-05,2076.07009,2.8095,5.832694,0.262641,7.327925,13826,7,8,17120,18064,4374.983362,21:49,4447861,340513
8/14/2012,18,9,-47.112663,1.11E-08,1.28E-05,8.68599,2.8095,0.0244032,0.00057,8.018645,30,8,9,17120,18064,4374.983362,21:49,4447861,340513
8/14/2012,19,3,-47.366008,1.84E-05,1.28E-05,14450.6293,2.8095,40.5988694,1.005054,2.501471,53748,2,3,18065,19024,4629.69381,21:52,4447626,340538
8/14/2012,19,4,-48.899632,9.15E-06,1.28E-05,7173.0796,2.8095,20.1526809,0.710184,3.452729,37979,3,4,18065,19024,4629.69381,21:52,4447626,340538
8/14/2012,19,5,-49.752097,2.78E-06,1.28E-05,2176.33373,2.8095,6.1143835,0.262203,4.290374,14022,4,5,18065,19024,4629.69381,21:52,4447626,340538
8/14/2012,20,3,-51.112842,7.71E-06,1.28E-05,6048.07495,2.8095,16.9919939,0.996789,2.498388,49197,2,3,19025,19910,4890.000854,21:54,4447453,340677
8/14/2012,20,4,-51.32457,5.25E-06,1.28E-05,4113.94161,2.8095,11.5580695,0.711897,3.428567,35136,3,4,19025,19910,4890.000854,21:54,4447453,340677
8/14/2012,20,5,-49.465847,9.26E-07,1.28E-05,725.88352,2.8095,2.039361,0.081875,4.167341,4041,4,5,19025,19910,4890.000854,21:54,4447453,340677
8/14/2012,21,3,-53.161504,4.85E-06,1.28E-05,3805.6966,2.8095,10.6920589,1.005278,2.501581,55440,2,3,19911,20900,5126.098639,21:57,4447269,340531
8/14/2012,21,4,-50.628394,8.53E-06,1.28E-05,6686.41508,2.8095,18.7854028,0.985677,3.497102,54359,3,4,19911,20900,5126.098639,21:57,4447269,340531
8/14/2012,21,5,-47.639533,8.83E-06,1.28E-05,6922.40009,2.8095,19.4483999,0.512757,4.343448,28278,4,5,19911,20900,5126.098639,21:57,4447269,340531
8/14/2012,21,6,-46.149758,2.43E-07,1.28E-05,190.77023,2.8095,0.5359667,0.010027,5.105492,553,5,6,19911,20900,5126.098639,21:57,4447269,340531
8/14/2012,22,3,-46.958631,2.02E-05,1.28E-05,15875.28035,2.8095,44.6014094,1.005278,2.501581,54040,2,3,20901,21865,5373.732403,21:59,4447062,340396
8/14/2012,22,4,-46.618386,2.15E-05,1.28E-05,16862.44697,2.8095,47.3748421,0.987327,3.497884,53075,3,4,20901,21865,5373.732403,21:59,4447062,340396
8/14/2012,22,5,-45.076774,3.12E-05,1.28E-05,24485.39703,2.8095,68.7914287,1.005278,4.494187,54040,4,5,20901,21865,5373.732403,21:59,4447062,340396
8/14/2012,22,6,-44.469753,3.44E-05,1.28E-05,26990.24975,2.8095,75.8287823,0.963572,5.487138,51798,5,6,20901,21865,5373.732403,21:59,4447062,340396
8/14/2012,22,7,-45.036548,2.11E-05,1.28E-05,16568.48173,2.8095,46.5489503,0.673968,6.475875,36230,6,7,20901,21865,5373.732403,21:59,4447062,340396
8/14/2012,22,8,-49.019634,1.79E-06,1.28E-05,1401.66586,2.8095,3.9379634,0.142662,7.20668,7669,7,8,20901,21865,5373.732403,21:59,4447062,340396
8/14/2012,23,3,-47.141435,1.94E-05,1.28E-05,15220.92403,2.8095,42.7630032,1.005278,2.501581,53648,2,3,21866,22823,5624.31912,22:02,4446860,340248
8/14/2012,23,4,-46.532772,2.19E-05,1.28E-05,17198.16199,2.8095,48.3180294,0.987327,3.497884,52690,3,4,21866,22823,5624.31912,22:02,4446860,340248
8/14/2012,23,5,-44.798507,3.33E-05,1.28E-05,26105.60698,2.8095,73.3433891,1.005278,4.494187,53648,4,5,21866,22823,5624.31912,22:02,4446860,340248
8/14/2012,23,6,-43.130786,4.89E-05,1.28E-05,38327.09503,2.8095,107.6795129,1.005278,5.499465,53648,5,6,21866,22823,5624.31912,22:02,4446860,340248
8/14/2012,23,7,-44.157682,3.86E-05,1.28E-05,30256.33351,2.8095,85.0048054,1.005278,6.504743,53648,6,7,21866,22823,5624.31912,22:02,4446860,340248
8/14/2012,23,8,-51.037026,7.59E-06,1.28E-05,5952.9285,2.8095,16.7246811,0.964129,7.49125,51452,7,8,21866,22823,5624.31912,22:02,4446860,340248
8/14/2012,23,9,-58.782978,7.77E-07,1.28E-05,608.93204,2.8095,1.7107873,0.586906,8.392456,31321,8,9,21866,22823,5624.31912,22:02,4446860,340248
8/14/2012,23,10,-68.939709,2.15E-08,1.28E-05,16.82665,2.8095,0.0472743,0.16814,9.471631,8973,9,10,21866,22823,5624.31912,22:02,4446860,340248
8/14/2012,23,11,-66.137071,1.82E-08,1.28E-05,14.23721,2.8095,0.0399993,0.074616,10.292502,3982,10,11,21866,22823,5624.31912,22:02,4446860,340248
8/14/2012,24,3,-47.829245,1.66E-05,1.28E-05,12991.52121,2.8095,36.4995227,1.005278,2.501581,52416,2,3,22824,23759,5885.257597,22:04,4446658,340101
8/14/2012,24,4,-50.037427,9.79E-06,1.28E-05,7673.9073,2.8095,21.5597503,0.987327,3.497884,51480,3,4,22824,23759,5885.257597,22:04,4446658,340101
8/14/2012,24,5,-48.738946,1.34E-05,1.28E-05,10536.34443,2.8095,29.6017331,1.005278,4.494187,52416,4,5,22824,23759,5885.257597,22:04,4446658,340101
8/14/2012,24,6,-45.759222,2.42E-05,1.28E-05,18999.07115,2.8095,53.3776621,0.91276,5.470688,47592,5,6,22824,23759,5885.257597,22:04,4446658,340101
8/14/2012,24,7,-45.856687,1.02E-05,1.28E-05,8018.52893,2.8095,22.5279607,0.393972,6.373941,20542,6,7,22824,23759,5885.257597,22:04,4446658,340101
8/14/2012,24,8,-52.553627,6.22E-07,1.28E-05,487.30272,2.8095,1.3690711,0.111909,7.467158,5835,7,8,22824,23759,5885.257597,22:04,4446658,340101
8/14/2012,24,9,-59.697608,8.46E-08,1.28E-05,66.33301,2.8095,0.1863618,0.078921,8.470596,4115,8,9,22824,23759,5885.257597,22:04,4446658,340101
8/14/2012,24,10,-62.720024,2.62E-08,1.28E-05,20.53568,2.8095,0.0576948,0.049002,9.446915,2555,9,10,22824,23759,5885.257597,22:04,4446658,340101
8/14/2012,24,11,-67.564994,1.87E-09,1.28E-05,1.46452,2.8095,0.0041146,0.010663,10.209867,556,10,11,22824,23759,5885.257597,22:04,4446658,340101
8/14/2012,25,3,-49.677927,1.08E-05,1.28E-05,8487.73459,2.8095,23.8461883,1.005278,2.501581,55552,2,3,23760,24751,6124.86145,22:07,4446421,340133
8/14/2012,25,4,-48.141002,1.51E-05,1.28E-05,11875.69433,2.8095,33.3646205,0.987327,3.497884,54560,3,4,23760,24751,6124.86145,22:07,4446421,340133
8/14/2012,25,5,-47.379737,1.84E-05,1.28E-05,14408.23822,2.8095,40.4797721,1.005278,4.494187,55552,4,5,23760,24751,6124.86145,22:07,4446421,340133
8/14/2012,25,6,-45.399137,2.90E-05,1.28E-05,22733.73955,2.8095,63.8701681,1.005278,5.499465,55552,5,6,23760,24751,6124.86145,22:07,4446421,340133
8/14/2012,25,7,-44.062682,3.94E-05,1.28E-05,30925.47515,2.8095,86.8847508,1.005278,6.504743,55552,6,7,23760,24751,6124.86145,22:07,4446421,340133
8/14/2012,25,8,-51.556344,6.38E-06,1.28E-05,5004.10875,2.8095,14.0589834,0.913404,7.485854,50475,7,8,23760,24751,6124.86145,22:07,4446421,340133
8/14/2012,25,9,-60.320372,3.82E-07,1.28E-05,299.60051,2.8095,0.841724,0.411416,8.313869,22735,8,9,23760,24751,6124.86145,22:07,4446421,340133
8/14/2012,26,3,-45.163618,3.06E-05,1.28E-05,24000.63772,2.8095,67.4295033,1.005278,2.501581,55944,2,3,24752,25750,6375.190832,22:09,4446174,340166
8/14/2012,26,4,-45.487742,2.79E-05,1.28E-05,21876.86269,2.8095,61.4627828,0.987327,3.497884,54945,3,4,24752,25750,6375.190832,22:09,4446174,340166
8/14/2012,26,5,-44.834726,3.30E-05,1.28E-05,25888.80328,2.8095,72.7342817,1.005278,4.494187,55944,4,5,24752,25750,6375.190832,22:09,4446174,340166
8/14/2012,26,6,-43.500769,4.49E-05,1.28E-05,35197.15765,2.8095,98.8859915,1.005278,5.499465,55944,5,6,24752,25750,6375.190832,22:09,4446174,340166
8/14/2012,26,7,-43.215018,4.79E-05,1.28E-05,37590.89975,2.8095,105.6111811,1.005278,6.504743,55944,6,7,24752,25750,6375.190832,22:09,4446174,340166
8/14/2012,26,8,-47.080039,1.93E-05,1.28E-05,15161.95966,2.8095,42.5973435,0.987327,7.501046,54945,7,8,24752,25750,6375.190832,22:09,4446174,340166
8/14/2012,26,9,-59.202482,1.19E-06,1.28E-05,935.54443,2.8095,2.6284008,0.993149,8.491769,55269,8,9,24752,25750,6375.190832,22:09,4446174,340166
8/14/2012,26,10,-61.907683,2.88E-07,1.28E-05,225.80757,2.8095,0.6344036,0.446898,9.362893,24870,9,10,24752,25750,6375.190832,22:09,4446174,340166
8/14/2012,26,11,-999,0,1.28E-05,0,2.8095,0,0.000072,10.014242,4,10,11,24752,25750,6375.190832,22:09,4446174,340166
8/14/2012,27,3,-46.209464,2.40E-05,1.28E-05,18838.61232,2.8095,52.9268549,1.003915,2.50102,55980,2,3,25751,26751,6627.454425,22:12,4445930,340224
8/14/2012,27,4,-44.338052,3.08E-05,1.28E-05,24137.49903,2.8095,67.8140135,0.835986,3.471919,46616,3,4,25751,26751,6627.454425,22:12,4445930,340224
8/14/2012,27,5,-44.660553,1.82E-05,1.28E-05,14287.4886,2.8095,40.1405275,0.532983,4.434099,29720,4,5,25751,26751,6627.454425,22:12,4445930,340224
8/14/2012,27,6,-45.039045,1.21E-05,1.28E-05,9501.83246,2.8095,26.6952841,0.386735,5.498294,21565,5,6,25751,26751,6627.454425,22:12,4445930,340224
8/14/2012,27,7,-46.07996,9.37E-06,1.28E-05,7341.93151,2.8095,20.6270683,0.379759,6.503009,21176,6,7,25751,26751,6627.454425,22:12,4445930,340224
8/14/2012,27,8,-51.098718,2.84E-06,1.28E-05,2227.22148,2.8095,6.257352,0.365879,7.49976,20402,7,8,25751,26751,6627.454425,22:12,4445930,340224
8/14/2012,27,9,-60.675696,3.15E-07,1.28E-05,246.73538,2.8095,0.6932001,0.367708,8.49633,20504,8,9,25751,26751,6627.454425,22:12,4445930,340224
8/14/2012,27,10,-57.820354,5.59E-07,1.28E-05,438.04098,2.8095,1.2306709,0.338261,9.478438,18862,9,10,25751,26751,6627.454425,22:12,4445930,340224
8/14/2012,27,11,-62.544454,7.06E-08,1.28E-05,55.35821,2.8095,0.1555282,0.126861,10.423577,7074,10,11,25751,26751,6627.454425,22:12,4445930,340224
8/14/2012,27,12,-73.214423,5.07E-10,1.28E-05,0.39771,2.8095,0.0011174,0.010635,11.089025,593,11,12,25751,26751,6627.454425,22:12,4445930,340224
8/14/2012,28,3,-48.499171,1.42E-05,1.28E-05,11134.41606,2.8095,31.2820081,1.005278,2.501581,55216,2,3,26752,27737,6877.528496,22:14,4445681,340229
8/14/2012,28,4,-48.492636,1.40E-05,1.28E-05,10952.0554,2.8095,30.769668,0.987327,3.497884,54230,3,4,26752,27737,6877.528496,22:14,4445681,340229
8/14/2012,28,5,-48.232571,1.41E-05,1.28E-05,11015.11331,2.8095,30.9468285,0.935293,4.468791,51372,4,5,26752,27737,6877.528496,22:14,4445681,340229
8/14/2012,28,6,-43.577303,2.11E-05,1.28E-05,16548.36109,2.8095,46.4924216,0.481047,5.4555,26422,5,6,26752,27737,6877.528496,22:14,4445681,340229
8/14/2012,28,7,-40.511095,3.53E-05,1.28E-05,27693.90657,2.8095,77.8056977,0.39737,6.501411,21826,6,7,26752,27737,6877.528496,22:14,4445681,340229
8/14/2012,28,8,-47.266656,6.84E-06,1.28E-05,5359.74919,2.8095,15.0581509,0.364344,7.492459,20012,7,8,26752,27737,6877.528496,22:14,4445681,340229
8/14/2012,28,9,-58.547486,4.57E-07,1.28E-05,357.88103,2.8095,1.0054625,0.32673,8.482764,17946,8,9,26752,27737,6877.528496,22:14,4445681,340229
8/14/2012,28,10,-62.815904,8.30E-08,1.28E-05,65.07225,2.8095,0.1828197,0.158741,9.326861,8719,9,10,26752,27737,6877.528496,22:14,4445681,340229
8/14/2012,29,3,-49.119728,1.20E-05,1.28E-05,9406.70564,2.8095,26.4280264,0.979743,2.492781,48574,2,3,27738,28627,7111.70485,22:17,4445448,340245
8/14/2012,29,4,-46.86617,1.74E-05,1.28E-05,13610.277,2.8095,38.2379097,0.843696,3.480031,41829,3,4,27738,28627,7111.70485,22:17,4445448,340245
8/14/2012,29,5,-43.738897,1.48E-05,1.28E-05,11565.4601,2.8095,32.4930212,0.348943,4.365983,17300,4,5,27738,28627,7111.70485,22:17,4445448,340245
8/14/2012,29,6,-42.220348,1.32E-05,1.28E-05,10330.44833,2.8095,29.0232704,0.219713,5.497523,10893,5,6,27738,28627,7111.70485,22:17,4445448,340245
8/14/2012,29,7,-40.803705,1.80E-05,1.28E-05,14088.71259,2.8095,39.5820687,0.216244,6.504094,10721,6,7,27738,28627,7111.70485,22:17,4445448,340245
8/14/2012,29,8,-44.215909,7.99E-06,1.28E-05,6265.37819,2.8095,17.6025047,0.210979,7.500584,10460,7,8,27738,28627,7111.70485,22:17,4445448,340245
8/14/2012,29,9,-61.635029,1.45E-07,1.28E-05,113.60797,2.8095,0.3191802,0.211161,8.494232,10469,8,9,27738,28627,7111.70485,22:17,4445448,340245
8/14/2012,29,10,-61.357816,1.33E-07,1.28E-05,104.10399,2.8095,0.2924789,0.181531,9.451184,9000,9,10,27738,28627,7111.70485,22:17,4445448,340245
8/14/2012,29,11,-999,0,1.28E-05,0,2.8095,0,0.001311,10.027775,65,10,11,27738,28627,7111.70485,22:17,4445448,340245
8/14/2012,30,3,-51.946987,6.31E-06,1.28E-05,4944.49548,2.8095,13.8915006,0.987467,2.494728,56493,2,3,28628,29654,7373.834386,22:20,4445209,340203
8/14/2012,30,4,-49.575977,9.01E-06,1.28E-05,7063.79118,2.8095,19.8456364,0.817217,3.478873,46753,3,4,28628,29654,7373.834386,22:20,4445209,340203
8/14/2012,30,5,-46.740818,1.40E-05,1.28E-05,10956.81263,2.8095,30.7830334,0.659884,4.481872,37752,4,5,28628,29654,7373.834386,22:20,4445209,340203
8/14/2012,30,6,-45.584606,1.34E-05,1.28E-05,10467.82303,2.8095,29.409223,0.48308,5.454939,27637,5,6,28628,29654,7373.834386,22:20,4445209,340203
8/14/2012,30,7,-45.450193,7.01E-06,1.28E-05,5494.7314,2.8095,15.4373819,0.245849,6.462842,14065,6,7,28628,29654,7373.834386,22:20,4445209,340203
8/14/2012,30,8,-49.818917,1.36E-06,1.28E-05,1062.79366,2.8095,2.985906,0.13003,7.396583,7439,7,8,28628,29654,7373.834386,22:20,4445209,340203
8/14/2012,30,9,-69.613589,1.50E-09,1.28E-05,1.17282,2.8095,0.003295,0.013686,8.202778,783,8,9,28628,29654,7373.834386,22:20,4445209,340203
8/14/2012,31,3,-49.557905,1.11E-05,1.28E-05,8725.5751,2.8095,24.5143984,1.005278,2.501581,56392,2,3,29655,30661,7624.974906,22:22,4444990,340081
8/14/2012,31,4,-46.529711,2.20E-05,1.28E-05,17210.28538,2.8095,48.35209,0.987327,3.497884,55385,3,4,29655,30661,7624.974906,22:22,4444990,340081
